timestamp,open,high,low,close,volume
2025-10-21 19:00:00,282.0500,282.6900,282.0500,282.4000,587915
2025-10-21 18:00:00,282.8800,282.8800,282.0500,282.4000,588757
2025-10-21 17:00:00,282.8000,283.0000,282.0600,282.5700,3629
2025-10-21 16:00:00,282.0150,282.9800,281.2100,282.1062,1923847
2025-10-21 15:00:00,283.6550,283.6550,281.8600,282.0100,973505
2025-10-21 14:00:00,284.0600,284.6300,283.5300,283.6400,310149
2025-10-21 13:00:00,284.0500,284.6800,283.8000,284.0000,320150
2025-10-21 12:00:00,283.9100,285.3100,283.2600,284.1985,506039
2025-10-21 11:00:00,284.3000,284.9850,283.7900,283.9250,368722
2025-10-21 10:00:00,282.9300,284.3000,282.5200,284.3000,447437
2025-10-21 09:00:00,284.3500,284.7251,281.6000,282.8650,378967
2025-10-21 08:00:00,284.7206,285.5300,277.0337,284.8100,9454
2025-10-21 07:00:00,284.6100,284.6400,284.0000,284.2200,2047
2025-10-21 06:00:00,284.8800,284.9800,284.3200,284.3200,422
2025-10-21 05:00:00,284.3700,284.8300,283.9500,284.6300,342
2025-10-21 04:00:00,284.1500,284.7500,283.2000,284.0600,578
2025-10-20 19:00:00,283.6500,285.0000,283.6500,284.1999,555106
2025-10-20 18:00:00,283.8500,285.0000,283.6500,284.0000,556047
2025-10-20 17:00:00,283.6600,284.0000,283.6500,283.9917,41349
2025-10-20 16:00:00,283.6200,284.0000,282.0000,283.6500,1847903
2025-10-20 15:00:00,282.9600,283.7600,282.7900,283.6300,600405
2025-10-20 14:00:00,283.7100,283.8399,282.5900,282.8800,206778
2025-10-20 13:00:00,282.4900,283.7900,282.3700,283.7200,241675
2025-10-20 12:00:00,282.8001,283.5200,282.1100,282.5000,240457
2025-10-20 11:00:00,284.0500,284.1900,282.7091,282.8850,257779
2025-10-20 10:00:00,283.2601,285.5000,282.8100,284.1300,589576
2025-10-20 09:00:00,282.7000,284.6500,280.9600,283.2631,514847
2025-10-20 08:00:00,283.0000,284.0000,281.0000,283.0000,45310
2025-10-20 07:00:00,282.5600,283.4500,282.5000,282.6300,1869
2025-10-20 06:00:00,282.1700,284.0000,282.1000,282.5600,5729
2025-10-20 05:00:00,282.4600,282.6000,282.0400,282.1700,886
2025-10-20 04:00:00,281.0000,283.6500,281.0000,282.4700,3542
2025-10-17 19:00:00,281.2800,281.4400,281.0100,281.2800,1637849
2025-10-17 18:00:00,281.6000,281.9000,281.2300,281.2800,1644810
2025-10-17 17:00:00,281.9730,282.0000,281.2800,281.6600,3583
2025-10-17 16:00:00,281.2900,282.0300,280.0000,281.9600,5115064
2025-10-17 15:00:00,282.3085,283.4000,280.5600,281.2900,975422
2025-10-17 14:00:00,279.2455,282.3698,279.2455,282.2350,688865
2025-10-17 13:00:00,277.8000,279.3000,277.6900,279.2700,346579
2025-10-17 12:00:00,277.5050,278.6950,277.5050,277.8900,470021
2025-10-17 11:00:00,276.1300,277.7699,275.3500,277.6000,268902
2025-10-17 10:00:00,276.6900,277.8401,276.0000,276.0000,335986
2025-10-17 09:00:00,276.0700,278.4932,274.5100,276.5700,339800
2025-10-17 08:00:00,271.0000,276.3000,271.0000,276.0700,11442
2025-10-17 07:00:00,274.6900,275.9600,273.6890,275.8500,2802
2025-10-17 06:00:00,273.9900,274.7000,273.2000,274.6700,1169
2025-10-17 05:00:00,273.4500,275.0000,273.1800,273.6700,2163
2025-10-17 04:00:00,275.0000,275.0000,270.9100,273.7800,8138
2025-10-16 19:00:00,275.9700,275.9700,275.5000,275.5100,612777
2025-10-16 18:00:00,275.8000,275.9700,275.5000,275.5600,616502
2025-10-16 17:00:00,275.8500,275.9600,275.5200,275.5600,584
2025-10-16 16:00:00,276.0100,278.8212,257.0890,275.8900,1934104
2025-10-16 15:00:00,277.4200,277.4400,275.6000,276.0100,580975
2025-10-16 14:00:00,277.0450,277.5500,276.0200,277.4100,286776
2025-10-16 13:00:00,277.6800,277.9800,276.9200,277.0450,179499
2025-10-16 12:00:00,277.3500,277.7600,275.6200,277.7300,301460
2025-10-16 11:00:00,277.6350,279.0073,277.2601,277.4400,294986
2025-10-16 10:00:00,280.1300,280.4229,277.4043,277.6100,365520
2025-10-16 09:00:00,281.9100,282.5600,279.7500,280.0800,225007
2025-10-16 08:00:00,280.8012,283.0000,280.7500,282.0600,4385
2025-10-16 07:00:00,282.0000,282.5200,281.9800,282.4900,518
2025-10-16 06:00:00,281.4000,282.6100,281.4000,282.0500,1338
2025-10-16 05:00:00,281.2300,281.4800,281.0000,281.1200,519
2025-10-16 04:00:00,281.5000,281.5000,281.0100,281.2000,462
2025-10-15 19:00:00,280.7500,281.5900,280.5900,281.0000,510573
2025-10-15 18:00:00,280.5500,281.5900,280.5500,281.5673,510558
2025-10-15 17:00:00,281.0000,281.5900,280.5500,281.0000,112074
2025-10-15 16:00:00,280.8500,281.4900,280.0000,280.0000,1603841
2025-10-15 15:00:00,281.0600,281.2050,280.1400,280.8500,536696
2025-10-15 14:00:00,281.4500,281.4800,280.3200,281.0600,170805
2025-10-15 13:00:00,280.6800,281.5100,278.7800,281.3950,242691
2025-10-15 12:00:00,281.1100,281.6200,280.4400,280.7900,192275
2025-10-15 11:00:00,282.8500,283.8100,280.3336,281.1200,317007
2025-10-15 10:00:00,284.3000,285.4500,282.7300,282.7300,473458
2025-10-15 09:00:00,278.0300,284.6650,276.1500,284.1200,700492
2025-10-15 08:00:00,277.8988,279.0000,276.1500,278.2600,6029
2025-10-15 07:00:00,277.4300,277.5900,276.9000,277.1300,2566
2025-10-15 06:00:00,277.5000,277.6300,277.2000,277.4600,1235
2025-10-15 05:00:00,277.5400,277.6100,277.3500,277.6000,849
2025-10-15 04:00:00,276.8800,277.6500,276.8800,277.5400,2604
2025-10-14 19:00:00,276.1500,277.5000,275.1500,276.2500,385555
2025-10-14 18:00:00,275.0000,277.0000,275.0000,276.0000,385675
2025-10-14 17:00:00,276.2200,277.6500,275.0000,276.0065,708
2025-10-14 16:00:00,276.1600,277.7000,275.0000,276.3200,1290544
2025-10-14 15:00:00,277.2500,277.5300,275.3900,276.1800,543159
2025-10-14 14:00:00,275.8484,277.2899,275.7901,277.2899,248104
2025-10-14 13:00:00,276.6100,276.7244,274.5001,275.8550,240457
2025-10-14 12:00:00,275.8300,277.3100,275.6200,276.6250,209049
2025-10-14 11:00:00,276.0700,276.6900,275.3900,275.8300,276637
2025-10-14 10:00:00,275.1100,276.8999,272.7600,276.1050,531963
2025-10-14 09:00:00,275.5700,276.1850,272.5469,275.0400,462702
2025-10-14 08:00:00,273.2812,277.2200,273.2812,275.5700,13733
2025-10-14 07:00:00,274.9100,275.9700,274.9000,275.2500,2644
2025-10-14 06:00:00,276.1300,276.1700,274.5000,274.8900,2363
2025-10-14 05:00:00,276.1200,276.4600,276.1100,276.1100,1197
2025-10-14 04:00:00,276.6000,276.6000,274.8300,276.1000,3020
2025-10-13 19:00:00,277.2200,277.9400,276.3500,277.0600,588732
2025-10-13 18:00:00,277.1700,277.9800,277.0000,277.3500,587763
2025-10-13 17:00:00,277.1300,277.9800,277.0000,277.2200,553552
2025-10-13 16:00:00,277.1600,277.9800,276.3000,277.1400,1834566
2025-10-13 15:00:00,276.6400,277.4150,276.1700,277.1600,715407
2025-10-13 14:00:00,276.7300,277.5974,275.7201,276.6199,476364
2025-10-13 13:00:00,279.6300,279.7500,274.6400,276.6500,571630
2025-10-13 12:00:00,279.7700,279.9300,279.1100,279.5700,174570
2025-10-13 11:00:00,278.6900,279.8900,278.3200,279.7700,273206
2025-10-13 10:00:00,282.2400,282.4399,277.8000,278.7104,478542
2025-10-13 09:00:00,280.8000,282.3400,279.6200,282.2500,383410
2025-10-13 08:00:00,280.2012,285.0000,279.4400,281.0000,22613
2025-10-13 07:00:00,280.8000,280.9800,280.0100,280.5300,7044
2025-10-13 06:00:00,281.2200,281.4000,280.5200,280.5700,2417
2025-10-13 05:00:00,281.0500,281.5100,280.8200,281.2300,2049
2025-10-13 04:00:00,279.4600,282.7800,279.4600,281.4500,5993
2025-10-10 19:00:00,277.8200,277.8200,275.5000,277.0000,732741
2025-10-10 18:00:00,275.0000,278.8000,275.0000,275.8000,735175
2025-10-10 17:00:00,276.6000,278.8500,275.0000,275.0200,10173
2025-10-10 16:00:00,277.8000,279.5000,275.0100,276.3700,2418232
2025-10-10 15:00:00,280.6900,280.9300,277.5000,277.8000,1440091
2025-10-10 14:00:00,282.3088,282.3700,280.6200,280.6638,330356
2025-10-10 13:00:00,281.9700,283.0300,281.7100,282.1998,254829
2025-10-10 12:00:00,283.3600,283.4500,281.9100,281.9800,285988
2025-10-10 11:00:00,284.0600,285.5700,282.0800,283.4500,620987
2025-10-10 10:00:00,287.2000,287.4799,283.8700,284.2550,358254
2025-10-10 09:00:00,287.8700,290.3850,287.2000,287.2000,236724
2025-10-10 08:00:00,288.9988,289.0000,287.2104,287.9800,4882
2025-10-10 07:00:00,288.4500,288.6000,288.1000,288.1500,553
2025-10-10 06:00:00,288.2700,288.7000,288.1200,288.5000,712
2025-10-10 05:00:00,288.4100,288.4700,288.2000,288.2600,560
2025-10-10 04:00:00,288.1400,288.8000,288.1300,288.4300,1048
2025-10-09 19:00:00,288.2300,288.2500,287.8000,288.0300,502753
2025-10-09 18:00:00,288.0200,288.2500,288.0000,288.1500,503519
2025-10-09 17:00:00,288.0800,288.9900,287.8012,288.0200,3426
2025-10-09 16:00:00,288.1800,288.9900,287.0500,288.0600,1585818
2025-10-09 15:00:00,288.0350,288.7950,286.5805,288.2100,729860
2025-10-09 14:00:00,287.6250,288.2600,287.2800,288.0300,242967
2025-10-09 13:00:00,287.4600,287.8000,287.1230,287.6250,216757
2025-10-09 12:00:00,286.9500,288.0000,286.9200,287.3650,298639
2025-10-09 11:00:00,286.2300,287.5700,285.8700,287.0100,544806
2025-10-09 10:00:00,284.9400,286.2194,283.3200,286.2194,1003955
2025-10-09 09:00:00,288.5100,290.1300,284.9300,285.1493,590636
2025-10-09 08:00:00,289.4600,290.6388,287.3800,289.0000,697273
2025-10-09 07:00:00,289.2500,289.8600,288.1100,288.6400,4223
2025-10-09 06:00:00,289.2300,289.5000,289.1000,289.3700,339
2025-10-09 05:00:00,289.0600,289.4700,289.0200,289.2100,598
2025-10-09 04:00:00,290.5900,293.0400,288.8100,289.0600,3029
2025-10-08 19:00:00,289.4600,289.8000,289.1100,289.5600,655638
2025-10-08 18:00:00,289.6000,289.8000,289.1100,289.6000,658845
2025-10-08 17:00:00,289.4300,289.6000,283.2725,289.5900,5800
2025-10-08 16:00:00,289.5200,289.9200,288.7500,289.3000,2096893
2025-10-08 15:00:00,287.5650,289.5600,287.3600,289.4500,1073022
2025-10-08 14:00:00,286.8400,288.0799,286.6510,287.5800,445783
2025-10-08 13:00:00,289.2299,289.4000,286.4730,286.8200,597535
2025-10-08 12:00:00,290.3950,290.6600,288.4100,289.2300,555470
2025-10-08 11:00:00,290.4250,291.5600,290.1425,290.4408,456117
2025-10-08 10:00:00,291.3400,291.6450,290.0000,290.4250,625109
2025-10-08 09:00:00,294.2000,294.5000,289.6500,291.2900,717617
2025-10-08 08:00:00,295.4988,295.9800,293.8700,294.5000,8935
2025-10-08 07:00:00,294.7500,294.9600,293.9800,294.2800,3872
2025-10-08 06:00:00,294.8800,295.7500,294.4500,294.8000,6083
2025-10-08 05:00:00,294.9000,295.3500,294.5800,294.9100,1622
2025-10-08 04:00:00,293.4000,295.1500,293.4000,294.5600,3480
2025-10-07 19:00:00,293.8700,295.5000,293.8700,294.3800,416442
2025-10-07 18:00:00,294.1900,295.5000,293.8700,294.9900,419210
2025-10-07 17:00:00,294.2900,294.4000,256.7196,294.0200,14547
2025-10-07 16:00:00,293.8800,294.4200,244.1000,294.2900,1357879
2025-10-07 15:00:00,293.8950,294.6000,293.7200,293.8700,805982
2025-10-07 14:00:00,295.0975,297.9224,293.6600,294.0100,360133
2025-10-07 13:00:00,294.9900,296.4500,294.8100,295.0000,377211
2025-10-07 12:00:00,295.9500,296.3700,293.2850,294.9400,691687
2025-10-07 11:00:00,300.7100,301.0100,295.2300,296.0100,1030122
2025-10-07 10:00:00,296.5000,301.0425,295.7500,300.7900,1515917
2025-10-07 09:00:00,297.7400,300.7900,289.4200,296.5000,1371192
2025-10-07 08:00:00,294.5000,315.0000,283.1100,297.7400,225906
2025-10-07 07:00:00,303.1000,309.0000,297.1700,301.9400,115489
2025-10-07 06:00:00,290.1900,315.0000,290.0700,303.1200,137177
2025-10-07 05:00:00,288.9900,290.9100,288.9400,290.0000,6220
2025-10-07 04:00:00,289.4100,289.4200,288.6000,288.9700,1063
